,Data Value,Type,Location,Time Period
15590,32.0,Ozone (O3),Borough Park (CD12),Summer 2015
15591,32.0,Ozone (O3),Downtown - Heights - Slope,Summer 2016
15592,32.0,Nitrogen dioxide (NO2),West Queens,Winter 2010-11
15593,32.0,Nitrogen dioxide (NO2),Upper West Side,Annual Average 2009
15594,32.0,Nitrogen dioxide (NO2),Lower Manhattan,Winter 2011-12
15595,32.0,Ozone (O3),Jamaica,Summer 2015
15596,32.0,Asthma emergency department visits due to PM2.5,Stapleton - St. George,2015-2017
15597,32.0,Ozone (O3),Throgs Neck and Co-op City (CD10),Summer 2018
15598,32.0,Ozone (O3),Downtown - Heights - Slope,Summer 2016
15599,32.0,Ozone (O3),Flushing - Clearview,Summer 2014
15600,32.0,Ozone (O3),Flushing - Clearview,Summer 2014
15601,32.0,Nitrogen dioxide (NO2),Chelsea-Village,Winter 2016-17
15602,32.0,Ozone (O3),Washington Heights and Inwood (CD12),Summer 2016
15603,32.0,Nitrogen dioxide (NO2),Morrisania and Crotona (CD3),Winter 2008-09
15604,32.0,Nitrogen dioxide (NO2),West Queens,Winter 2010-11
15605,32.0,Deaths due to PM2.5,Upper East Side,2017-2019
15606,32.0,Nitrogen dioxide (NO2),Chelsea-Village,Annual Average 2013
15607,32.0,Ozone (O3),Coney Island - Sheepshead Bay,Summer 2021
15608,32.0,Boiler Emissions- Total SO2 Emissions,Washington Heights,2015
15609,32.0,Ozone (O3),Riverdale and Fieldston (CD8),Summer 2010
15610,32.1,Ozone (O3),Fordham and University Heights (CD5),Summer 2016
15611,32.1,Nitrogen dioxide (NO2),Financial District (CD1),Winter 2011-12
15612,32.1,Ozone (O3),Brownsville (CD16),Summer 2015
15613,32.1,Ozone (O3),South Bronx,Summer 2022
15614,32.1,Ozone (O3),Belmont and East Tremont (CD6),Summer 2010
15615,32.1,Ozone (O3),Fordham - Bronx Pk,Summer 2011
15616,32.1,Ozone (O3),Borough Park,Summer 2015
15617,32.1,Ozone (O3),Bedford Stuyvesant - Crown Heights,Summer 2012
15618,32.1,Ozone (O3),Bedford Stuyvesant - Crown Heights,Summer 2012
15619,32.1,Nitrogen dioxide (NO2),High Bridge - Morrisania,Winter 2010-11
15620,32.1,Nitrogen dioxide (NO2),Lower Manhattan,Winter 2019-20
15621,32.1,Ozone (O3),Pelham - Throgs Neck,Summer 2020
15622,32.1,Ozone (O3),Mott Haven and Melrose (CD1),Summer 2011
15623,32.1,Nitrogen dioxide (NO2),Union Square - Lower East Side,Winter 2009-10
15624,32.1,Nitrogen dioxide (NO2),South Crown Heights and Lefferts Gardens (CD9),Winter 2010-11
15625,32.1,Ozone (O3),Pelham - Throgs Neck,Summer 2020
15626,32.1,Ozone (O3),Pelham - Throgs Neck,Summer 2013
15627,32.1,Ozone (O3),Ridgewood and Maspeth (CD5),Summer 2015
15628,32.1,Ozone (O3),Mott Haven and Melrose (CD1),Summer 2010
15629,32.1,Ozone (O3),South Crown Heights and Lefferts Gardens (CD9),Summer 2012
15630,32.1,Nitrogen dioxide (NO2),Upper East Side-Gramercy,Annual Average 2013
15631,32.1,Ozone (O3),Pelham - Throgs Neck,Summer 2013
15632,32.1,Asthma emergency departments visits due to Ozone,Greenpoint,2012-2014
15633,32.1,Ozone (O3),Fordham - Bronx Pk,Summer 2011
15634,32.1,Nitrogen dioxide (NO2),Chelsea - Clinton,Winter 2014-15
15635,32.1,Nitrogen dioxide (NO2),South Bronx,Winter 2008-09
15636,32.1,Ozone (O3),Bayside Little Neck-Fresh Meadows,Summer 2014
15637,32.1,Ozone (O3),Borough Park,Summer 2015
15638,32.1,Nitrogen dioxide (NO2),Clinton and Chelsea (CD4),Winter 2019-20
15639,32.2,Nitrogen dioxide (NO2),Manhattan,Winter 2009-10
15640,32.2,Ozone (O3),East Flatbush - Flatbush,Summer 2015
15641,32.2,Nitrogen dioxide (NO2),Greenpoint,Winter 2010-11
15642,32.2,Nitrogen dioxide (NO2),Stuyvesant Town and Turtle Bay (CD6),Annual Average 2014
15643,32.2,Nitrogen dioxide (NO2),Lower East Side and Chinatown (CD3),Winter 2013-14
15644,32.2,Ozone (O3),Northeast Bronx,Summer 2022
15645,32.2,Ozone (O3),East Flatbush - Flatbush,Summer 2015
15646,32.2,Ozone (O3),South Bronx,Summer 2011
15647,32.2,Ozone (O3),South Bronx,Summer 2010
15648,32.2,Ozone (O3),Bronx,Summer 2022
15649,32.2,Asthma hospitalizations due to Ozone,Northeast Bronx,2009-2011
15650,32.2,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Winter 2010-11
15651,32.2,Ozone (O3),Highbridge and Concourse (CD4),Summer 2016
15652,32.2,Ozone (O3),Northeast Bronx,Summer 2022
15653,32.2,Ozone (O3),Sunset Park (CD7),Summer 2012
15654,32.2,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Winter 2010-11
15655,32.2,Nitrogen dioxide (NO2),Greenpoint,Winter 2010-11
15656,32.2,Nitrogen dioxide (NO2),Highbridge and Concourse (CD4),Winter 2010-11
15657,32.2,Asthma emergency department visits due to PM2.5,Ridgewood - Forest Hills,2015-2017
15658,32.2,Ozone (O3),Flatlands and Canarsie (CD18),Summer 2021
15659,32.2,Ozone (O3),Rego Park and Forest Hills (CD6),Summer 2011
15660,32.2,Nitrogen dioxide (NO2),Elmhurst and Corona (CD4),Winter 2008-09
15661,32.2,Ozone (O3),Jamaica and Hollis (CD12),Summer 2015
15662,32.2,Ozone (O3),Queens,Summer 2019
15663,32.3,Annual vehicle miles traveled (cars),Morris Park and Bronxdale (CD11),2010
15664,32.3,Ozone (O3),South Ozone Park and Howard Beach (CD10),Summer 2013
15665,32.3,Ozone (O3),South Crown Heights and Lefferts Gardens (CD9),Summer 2010
15666,32.3,Ozone (O3),High Bridge - Morrisania,Summer 2016
15667,32.3,Ozone (O3),East Harlem (CD11),Summer 2012
15668,32.3,Nitrogen dioxide (NO2),Greenpoint and Williamsburg (CD1),Winter 2010-11
15669,32.3,Ozone (O3),East New York and Starrett City (CD5),Summer 2014
15670,32.3,Nitrogen dioxide (NO2),Upper East Side-Gramercy,Winter 2016-17
15671,32.3,Ozone (O3),East Harlem,Summer 2012
15672,32.3,Ozone (O3),East Harlem,Summer 2012
15673,32.3,Ozone (O3),Bayside - Little Neck,Summer 2014
15674,32.3,Ozone (O3),Bushwick (CD4),Summer 2011
15675,32.3,Ozone (O3),Flatbush and Midwood (CD14),Summer 2015
15676,32.3,Ozone (O3),Downtown - Heights - Slope,Summer 2022
15677,32.3,Ozone (O3),Crotona -Tremont,Summer 2016
15678,32.3,Asthma emergency department visits due to PM2.5,Upper West Side,2005-2007
15679,32.3,Ozone (O3),Williamsburg - Bushwick,Summer 2012
15680,32.3,Ozone (O3),Canarsie - Flatlands,Summer 2021
15681,32.3,Ozone (O3),Bedford Stuyvesant - Crown Heights,Summer 2010
15682,32.3,Ozone (O3),Park Slope and Carroll Gardens (CD6),Summer 2016
15683,32.3,Ozone (O3),Sunset Park,Summer 2012
15684,32.3,Ozone (O3),Canarsie - Flatlands,Summer 2021
15685,32.3,Ozone (O3),Sunset Park,Summer 2012
15686,32.3,Nitrogen dioxide (NO2),Financial District (CD1),Winter 2019-20
15687,32.3,Nitrogen dioxide (NO2),Greenwich Village - SoHo,Annual Average 2011
15688,32.3,Ozone (O3),Downtown - Heights - Slope,Summer 2022
15689,32.3,Nitrogen dioxide (NO2),Greenwich Village and Soho (CD2),Annual Average 2011
15690,32.3,Ozone (O3),Bayside and Little Neck (CD11),Summer 2014
15691,32.3,Ozone (O3),Williamsburg - Bushwick,Summer 2012
15692,32.3,Ozone (O3),Bedford Stuyvesant - Crown Heights,Summer 2010
15693,32.4,Ozone (O3),Queens,Summer 2014
15694,32.4,Ozone (O3),South Ozone Park and Howard Beach (CD10),Summer 2021
15695,32.4,Nitrogen dioxide (NO2),Mott Haven and Melrose (CD1),Winter 2008-09
15696,32.4,Ozone (O3),Kew Gardens and Woodhaven (CD9),Summer 2019
15697,32.4,Ozone (O3),Flatlands and Canarsie (CD18),Summer 2017
15698,32.4,Ozone (O3),Sheepshead Bay (CD15),Summer 2014
15699,32.4,Nitrogen dioxide (NO2),Manhattan,Winter 2013-14
15700,32.4,Ozone (O3),Queens,Summer 2015
15701,32.4,Ozone (O3),Borough Park (CD12),Summer 2011
15702,32.4,Ozone (O3),Sheepshead Bay (CD15),Summer 2018
15703,32.4,Ozone (O3),Coney Island (CD13),Summer 2017
15704,32.4,Nitrogen dioxide (NO2),South Crown Heights and Lefferts Gardens (CD9),Winter 2008-09
15705,32.4,Ozone (O3),Coney Island (CD13),Summer 2021
15706,32.4,Ozone (O3),Greenpoint,Summer 2022
15707,32.4,Ozone (O3),Northern SI,Summer 2012
15708,32.4,Ozone (O3),Northern SI,Summer 2011
15709,32.4,Ozone (O3),East Flatbush (CD17),Summer 2015
15710,32.4,Ozone (O3),Throgs Neck and Co-op City (CD10),Summer 2020
15711,32.4,Nitrogen dioxide (NO2),Gramercy Park - Murray Hill,Winter 2015-16
15712,32.4,Nitrogen dioxide (NO2),Clinton and Chelsea (CD4),Winter 2011-12
15713,32.4,Ozone (O3),South Ozone Park and Howard Beach (CD10),Summer 2018
15714,32.4,Nitrogen dioxide (NO2),Washington Heights and Inwood (CD12),Winter 2008-09
15715,32.4,Ozone (O3),Greenpoint,Summer 2022
15716,32.4,Ozone (O3),Williamsburg - Bushwick,Summer 2010
15717,32.4,Nitrogen dioxide (NO2),Stuyvesant Town and Turtle Bay (CD6),Winter 2014-15
15718,32.4,Ozone (O3),Williamsburg - Bushwick,Summer 2010
15719,32.5,Ozone (O3),Greenpoint and Williamsburg (CD1),Summer 2010
15720,32.5,Ozone (O3),Southeast Queens,Summer 2015
15721,32.5,Annual vehicle miles traveled,Riverdale and Fieldston (CD8),2005
15722,32.5,Ozone (O3),Fordham - Bronx Pk,Summer 2010
15723,32.5,Ozone (O3),Throgs Neck and Co-op City (CD10),Summer 2014
15724,32.5,Ozone (O3),Riverdale and Fieldston (CD8),Summer 2016
15725,32.5,Ozone (O3),Canarsie - Flatlands,Summer 2017
15726,32.5,Ozone (O3),Kingsbridge - Riverdale,Summer 2016
15727,32.5,Boiler Emissions- Total NOx Emissions,Downtown - Heights - Slope,2015
15728,32.5,Ozone (O3),Fordham - Bronx Pk,Summer 2010
15729,32.5,Ozone (O3),Southwest Queens,Summer 2014
15730,32.5,Ozone (O3),Coney Island - Sheepshead Bay,Summer 2018
15731,32.5,Ozone (O3),Canarsie - Flatlands,Summer 2017
15732,32.5,Ozone (O3),Kingsbridge - Riverdale,Summer 2016
15733,32.5,Ozone (O3),Greenpoint,Summer 2010
15734,32.5,Ozone (O3),Greenpoint and Williamsburg (CD1),Summer 2022
15735,32.5,Asthma hospitalizations due to Ozone,Crotona -Tremont,2015-2017
15736,32.5,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Winter 2008-09
15737,32.5,Nitrogen dioxide (NO2),Crotona -Tremont,Winter 2008-09
15738,32.5,Ozone (O3),Greenpoint,Summer 2010
15739,32.5,Ozone (O3),Brooklyn,Summer 2015
15740,32.5,Ozone (O3),Rego Park and Forest Hills (CD6),Summer 2012
15741,32.5,Ozone (O3),Southeast Queens,Summer 2015
15742,32.5,Ozone (O3),South Beach and Willowbrook (CD2),Summer 2015
15743,32.5,Nitrogen dioxide (NO2),Bedford Stuyvesant - Crown Heights,Winter 2008-09
15744,32.5,Ozone (O3),Rego Park and Forest Hills (CD6),Summer 2010
15745,32.5,Ozone (O3),Kingsbridge Heights and Bedford (CD7),Summer 2016
15746,32.5,Ozone (O3),Belmont and East Tremont (CD6),Summer 2016
15747,32.5,Ozone (O3),Southwest Queens,Summer 2014
15748,32.5,Nitrogen dioxide (NO2),Park Slope and Carroll Gardens (CD6),Winter 2010-11
15749,32.5,Ozone (O3),Coney Island - Sheepshead Bay,Summer 2018
15750,32.5,Nitrogen dioxide (NO2),Greenpoint,Winter 2008-09
15751,32.5,Ozone (O3),Bay Ridge and Dyker Heights (CD10),Summer 2011
15752,32.5,Nitrogen dioxide (NO2),Greenpoint,Winter 2008-09
15753,32.5,Ozone (O3),Crown Heights and Prospect Heights (CD8),Summer 2016
15754,32.5,Ozone (O3),Hillcrest and Fresh Meadows (CD8),Summer 2011
15755,32.6,Ozone (O3),Jamaica,Summer 2014
15756,32.6,Ozone (O3),Staten Island,Summer 2015
15757,32.6,Ozone (O3),East New York,Summer 2015
15758,32.6,Ozone (O3),Queens Village (CD13),Summer 2015
15759,32.6,Ozone (O3),Southwest Queens,Summer 2015
15760,32.6,Ozone (O3),East New York,Summer 2019
15761,32.6,Ozone (O3),Sunset Park (CD7),Summer 2010
15762,32.6,Ozone (O3),Morrisania and Crotona (CD3),Summer 2016
15763,32.6,Ozone (O3),Coney Island - Sheepshead Bay,Summer 2014
15764,32.6,Ozone (O3),Elmhurst and Corona (CD4),Summer 2011
15765,32.6,Ozone (O3),Coney Island - Sheepshead Bay,Summer 2014
15766,32.6,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Winter 2010-11
15767,32.6,Ozone (O3),Southwest Queens,Summer 2015
15768,32.6,Ozone (O3),Brownsville (CD16),Summer 2011
15769,32.6,Ozone (O3),Tottenville and Great Kills (CD3),Summer 2013
15770,32.6,Ozone (O3),East New York,Summer 2019
15771,32.6,Ozone (O3),Throgs Neck and Co-op City (CD10),Summer 2013
15772,32.6,Ozone (O3),Jamaica,Summer 2014
15773,32.6,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Winter 2010-11
15774,32.6,Nitrogen dioxide (NO2),Stuyvesant Town and Turtle Bay (CD6),Winter 2019-20
15775,32.6,Ozone (O3),Bedford Stuyvesant (CD3),Summer 2016
15776,32.6,Nitrogen dioxide (NO2),Greenpoint and Williamsburg (CD1),Winter 2008-09
15777,32.6,Ozone (O3),East New York,Summer 2015
15778,32.7,Ozone (O3),East Flatbush - Flatbush,Summer 2011
15779,32.7,Nitrogen dioxide (NO2),Greenwich Village - SoHo,Winter 2012-13
15780,32.7,Nitrogen dioxide (NO2),Crown Heights and Prospect Heights (CD8),Winter 2010-11
15781,32.7,Nitrogen dioxide (NO2),Bedford Stuyvesant (CD3),Winter 2010-11
15782,32.7,Ozone (O3),Elmhurst and Corona (CD4),Summer 2010
15783,32.7,Ozone (O3),Washington Heights,Summer 2012
15784,32.7,Ozone (O3),East Flatbush - Flatbush,Summer 2011
15785,32.7,Ozone (O3),Sunset Park,Summer 2010
15786,32.7,Ozone (O3),Greenpoint and Williamsburg (CD1),Summer 2012
15787,32.7,Ozone (O3),Rego Park and Forest Hills (CD6),Summer 2016
15788,32.7,Ozone (O3),Greenpoint,Summer 2012
15789,32.7,Ozone (O3),Borough Park,Summer 2011
15790,32.7,Ozone (O3),Greenpoint,Summer 2012
15791,32.7,Ozone (O3),Washington Heights,Summer 2012
15792,32.7,Nitrogen dioxide (NO2),Greenwich Village and Soho (CD2),Winter 2012-13
15793,32.7,Ozone (O3),Long Island City - Astoria,Summer 2011
15794,32.7,Ozone (O3),Long Island City - Astoria,Summer 2011
15795,32.7,Ozone (O3),Sunset Park,Summer 2010
15796,32.7,Nitrogen dioxide (NO2),Union Square - Lower East Side,Annual Average 2009
15797,32.7,Ozone (O3),Borough Park,Summer 2011
15798,32.7,Ozone (O3),South Beach - Tottenville,Summer 2013
15799,32.7,Annual vehicle miles traveled (cars),Morrisania and Crotona (CD3),2005
15800,32.7,Ozone (O3),Port Richmond,Summer 2010
15801,32.8,Ozone (O3),Morris Park and Bronxdale (CD11),Summer 2022
15802,32.8,Ozone (O3),South Bronx,Summer 2016
15803,32.8,Ozone (O3),Elmhurst and Corona (CD4),Summer 2016
15804,32.8,Ozone (O3),Woodside and Sunnyside (CD2),Summer 2022
15805,32.8,Ozone (O3),Washington Heights and Inwood (CD12),Summer 2012
15806,32.8,Ozone (O3),Kew Gardens and Woodhaven (CD9),Summer 2011
15807,32.8,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Winter 2008-09
15808,32.8,Ozone (O3),Mott Haven and Melrose (CD1),Summer 2016
15809,32.8,Ozone (O3),Hunts Point and Longwood (CD2),Summer 2022
15810,32.8,Nitrogen dioxide (NO2),Chelsea-Village,Summer 2011
15811,32.8,Asthma emergency department visits due to PM2.5,Willowbrook,2009-2011
15812,32.8,Nitrogen dioxide (NO2),Union Square - Lower East Side,Winter 2013-14
15813,32.8,Ozone (O3),Bensonhurst - Bay Ridge,Summer 2015
15814,32.8,Cardiovascular hospitalizations due to PM2.5 (age 40+),East New York,2005-2007
15815,32.8,Ozone (O3),Jamaica and Hollis (CD12),Summer 2014
15816,32.8,Ozone (O3),Flatbush and Midwood (CD14),Summer 2011
15817,32.8,Ozone (O3),Bensonhurst - Bay Ridge,Summer 2015
15818,32.8,Ozone (O3),Jamaica,Summer 2019
15819,32.8,Ozone (O3),Woodside and Sunnyside (CD2),Summer 2011
15820,32.8,Ozone (O3),Willowbrook,Summer 2012
15821,32.8,Ozone (O3),Jamaica,Summer 2019
15822,32.8,Nitrogen dioxide (NO2),Williamsburg - Bushwick,Winter 2008-09
15823,32.8,Ozone (O3),Fordham - Bronx Pk,Summer 2016
15824,32.8,Ozone (O3),Fordham - Bronx Pk,Summer 2016
15825,32.8,Nitrogen dioxide (NO2),East Harlem (CD11),Winter 2010-11
15826,32.8,Deaths due to PM2.5,Queens,2012-2014
15827,32.9,Nitrogen dioxide (NO2),Chelsea-Village,Winter 2019-20
15828,32.9,Asthma emergency department visits due to PM2.5,Washington Heights,2015-2017
15829,32.9,Nitrogen dioxide (NO2),Washington Heights,Winter 2008-09
15830,32.9,Nitrogen dioxide (NO2),Midtown (CD5),Annual Average 2015
15831,32.9,Nitrogen dioxide (NO2),Chelsea-Village,Annual Average 2012
15832,32.9,Nitrogen dioxide (NO2),East Harlem,Winter 2010-11
15833,32.9,Ozone (O3),Bushwick (CD4),Summer 2012
15834,32.9,Nitrogen dioxide (NO2),East Harlem,Winter 2010-11
15835,32.9,Ozone (O3),Fordham and University Heights (CD5),Summer 2012
15836,32.9,Nitrogen dioxide (NO2),Chelsea - Clinton,Winter 2016-17
15837,32.9,Nitrogen dioxide (NO2),Morningside Heights and Hamilton Heights (CD9),Winter 2010-11
15838,32.9,Ozone (O3),Long Island City - Astoria,Summer 2022
15839,32.9,Nitrogen dioxide (NO2),Park Slope and Carroll Gardens (CD6),Winter 2008-09
15840,32.9,Ozone (O3),Flatlands and Canarsie (CD18),Summer 2018
15841,32.9,Ozone (O3),Parkchester and Soundview (CD9),Summer 2022
15842,32.9,Nitrogen dioxide (NO2),Clinton and Chelsea (CD4),Annual Average 2010
15843,32.9,Nitrogen dioxide (NO2),Chelsea - Clinton,Summer 2012
15844,32.9,Ozone (O3),East New York and Starrett City (CD5),Summer 2015
15845,32.9,Ozone (O3),Fresh Meadows,Summer 2011
15846,32.9,Ozone (O3),Hunts Point - Mott Haven,Summer 2022
15847,32.9,Ozone (O3),Bronx,Summer 2011
15848,32.9,Ozone (O3),Hillcrest and Fresh Meadows (CD8),Summer 2010
15849,32.9,Ozone (O3),Long Island City - Astoria,Summer 2022
15850,32.9,Nitrogen dioxide (NO2),Stuyvesant Town and Turtle Bay (CD6),Winter 2016-17
15851,32.9,Nitrogen dioxide (NO2),Washington Heights,Winter 2008-09
15852,32.9,Ozone (O3),Elmhurst and Corona (CD4),Summer 2012
15853,32.9,Ozone (O3),Park Slope and Carroll Gardens (CD6),Summer 2022
15854,32.9,Boiler Emissions- Total SO2 Emissions,Greenwich Village - SoHo,2013
15855,33.0,Deaths due to PM2.5,New York City,2017-2019
15856,33.0,Ozone (O3),Bay Ridge and Dyker Heights (CD10),Summer 2012
15857,33.0,Nitrogen dioxide (NO2),Downtown - Heights - Slope,Winter 2010-11
15858,33.0,Ozone (O3),Jamaica,Summer 2011
15859,33.0,Ozone (O3),Williamsburg - Bushwick,Summer 2016
15860,33.0,Deaths due to PM2.5,Manhattan,2017-2019
15861,33.0,Ozone (O3),East New York and Starrett City (CD5),Summer 2019
15862,33.0,Asthma emergency department visits due to PM2.5,Rockaways,2017-2019
15863,33.0,Ozone (O3),South Crown Heights and Lefferts Gardens (CD9),Summer 2016
15864,33.0,Ozone (O3),Long Island City - Astoria,Summer 2010
15865,33.0,Nitrogen dioxide (NO2),Downtown - Heights - Slope,Winter 2010-11
15866,33.0,Asthma emergency department visits due to PM2.5,Sunset Park,2017-2019
15867,33.0,Ozone (O3),East Flatbush (CD17),Summer 2011
15868,33.0,Ozone (O3),Williamsburg - Bushwick,Summer 2016
15869,33.0,Ozone (O3),Bedford Stuyvesant - Crown Heights,Summer 2016
15870,33.0,Ozone (O3),Highbridge and Concourse (CD4),Summer 2012
15871,33.0,Ozone (O3),Bayside - Little Neck,Summer 2011
15872,33.0,Ozone (O3),Greenpoint,Summer 2016
15873,33.0,Nitrogen dioxide (NO2),Lower Manhattan,Winter 2012-13
15874,33.0,Ozone (O3),Bayside Little Neck-Fresh Meadows,Summer 2011
15875,33.0,Ozone (O3),Ridgewood - Forest Hills,Summer 2011
15876,33.0,Nitrogen dioxide (NO2),Clinton and Chelsea (CD4),Summer 2009
15877,33.0,Ozone (O3),Greenpoint and Williamsburg (CD1),Summer 2016
15878,33.0,Ozone (O3),Coney Island (CD13),Summer 2018
15879,33.0,Ozone (O3),West Queens,Summer 2011
15880,33.0,Asthma emergency department visits due to PM2.5,Lower Manhattan,2017-2019
15881,33.0,Nitrogen dioxide (NO2),Upper East Side,Winter 2009-10
15882,33.0,Ozone (O3),Canarsie - Flatlands,Summer 2018
15883,33.0,Ozone (O3),St. George and Stapleton (CD1),Summer 2010
15884,33.0,Ozone (O3),Bushwick (CD4),Summer 2010
15885,33.0,Nitrogen dioxide (NO2),Chelsea-Village,Summer 2010
15886,33.0,Ozone (O3),West Queens,Summer 2011
15887,33.0,Ozone (O3),Bedford Stuyvesant - Crown Heights,Summer 2016
15888,33.0,Ozone (O3),Jackson Heights (CD3),Summer 2016
15889,33.0,Deaths due to PM2.5,Greenpoint,2017-2019
15890,33.0,Ozone (O3),Ridgewood - Forest Hills,Summer 2011
15891,33.0,Ozone (O3),Bayside - Little Neck,Summer 2016
15892,33.0,Ozone (O3),Hillcrest and Fresh Meadows (CD8),Summer 2016
15893,33.0,Ozone (O3),Jamaica and Hollis (CD12),Summer 2011
15894,33.0,Ozone (O3),Canarsie - Flatlands,Summer 2018
15895,33.0,Ozone (O3),Jamaica,Summer 2011
15896,33.0,Ozone (O3),Greenpoint,Summer 2016
15897,33.0,Ozone (O3),Long Island City - Astoria,Summer 2010
15898,33.1,Ozone (O3),Bronx,Summer 2016
15899,33.1,Nitrogen dioxide (NO2),Union Square-Lower Manhattan,Winter 2009-10
15900,33.1,Ozone (O3),Bayside and Little Neck (CD11),Summer 2016
15901,33.1,Nitrogen dioxide (NO2),Financial District (CD1),Winter 2012-13
15902,33.1,Ozone (O3),South Ozone Park and Howard Beach (CD10),Summer 2015
15903,33.1,Nitrogen dioxide (NO2),Bedford Stuyvesant (CD3),Winter 2008-09
15904,33.1,Nitrogen dioxide (NO2),Upper East Side (CD8),Winter 2009-10
15905,33.1,Ozone (O3),West Queens,Summer 2016
15906,33.1,Ozone (O3),Flatlands and Canarsie (CD18),Summer 2014
15907,33.1,Ozone (O3),Hillcrest and Fresh Meadows (CD8),Summer 2012
15908,33.1,Nitrogen dioxide (NO2),Gramercy Park - Murray Hill,Winter 2017-18
15909,33.1,Ozone (O3),Willowbrook,Summer 2011
15910,33.1,Ozone (O3),Borough Park (CD12),Summer 2012
15911,33.1,Ozone (O3),West Queens,Summer 2016
15912,33.1,Nitrogen dioxide (NO2),Stuyvesant Town and Turtle Bay (CD6),Summer 2012
15913,33.1,Ozone (O3),Bayside Little Neck-Fresh Meadows,Summer 2016
15914,33.1,Asthma emergency department visits due to PM2.5,Staten Island,2015-2017
15915,33.1,Nitrogen dioxide (NO2),Elmhurst and Corona (CD4),Winter 2010-11
15916,33.1,Asthma emergency departments visits due to Ozone,Sunset Park,2012-2014
15917,33.1,Ozone (O3),Stapleton - St. George,Summer 2012
15918,33.1,Ozone (O3),Jackson Heights (CD3),Summer 2011
15919,33.1,Ozone (O3),Jamaica and Hollis (CD12),Summer 2019
15920,33.1,Ozone (O3),South Ozone Park and Howard Beach (CD10),Summer 2014
15921,33.1,Ozone (O3),New York City,Summer 2011
15922,33.1,Nitrogen dioxide (NO2),Upper East Side-Gramercy,Summer 2011
15923,33.1,Ozone (O3),Bayside and Little Neck (CD11),Summer 2011
15924,33.1,Ozone (O3),Jackson Heights (CD3),Summer 2010
15925,33.2,Ozone (O3),Morris Park and Bronxdale (CD11),Summer 2016
15926,33.2,Ozone (O3),Stapleton - St. George,Summer 2011
15927,33.2,Ozone (O3),High Bridge - Morrisania,Summer 2012
15928,33.2,Ozone (O3),West Queens,Summer 2010
15929,33.2,Ozone (O3),Long Island City - Astoria,Summer 2016
15930,33.2,Ozone (O3),Long Island City - Astoria,Summer 2016
15931,33.2,Ozone (O3),Fresh Meadows,Summer 2010
15932,33.2,Ozone (O3),Northeast Bronx,Summer 2016
15933,33.2,Deaths due to PM2.5,Washington Heights,2015-2017
15934,33.2,Ozone (O3),Brooklyn,Summer 2011
15935,33.2,Boiler Emissions- Total NOx Emissions,East Flatbush - Flatbush,2015
15936,33.2,Nitrogen dioxide (NO2),Upper East Side-Gramercy,Summer 2010
15937,33.2,Ozone (O3),Coney Island (CD13),Summer 2014
15938,33.2,Ozone (O3),Fresh Meadows,Summer 2016
15939,33.2,Nitrogen dioxide (NO2),Central Harlem - Morningside Heights,Winter 2010-11
15940,33.2,Ozone (O3),Kew Gardens and Woodhaven (CD9),Summer 2012
15941,33.2,Nitrogen dioxide (NO2),Crown Heights and Prospect Heights (CD8),Winter 2008-09
15942,33.2,Ozone (O3),Bronx,Summer 2010
15943,33.2,Nitrogen dioxide (NO2),Upper East Side-Gramercy,Annual Average 2012
15944,33.2,Ozone (O3),Kew Gardens and Woodhaven (CD9),Summer 2010
15945,33.2,Ozone (O3),West Queens,Summer 2010
15946,33.2,Ozone (O3),Williamsburg - Bushwick,Summer 2022
15947,33.2,Ozone (O3),Williamsbridge and Baychester (CD12),Summer 2011
15948,33.2,Ozone (O3),Borough Park (CD12),Summer 2010
15949,33.2,Deaths due to PM2.5,West Queens,2009-2011
15950,33.2,Ozone (O3),Brownsville (CD16),Summer 2012
15951,33.2,Annual vehicle miles traveled,Morrisania and Crotona (CD3),2010
15952,33.2,Ozone (O3),Sunset Park (CD7),Summer 2016
15953,33.2,Ozone (O3),Bedford Stuyvesant (CD3),Summer 2022
15954,33.2,Nitrogen dioxide (NO2),Upper East Side-Gramercy,Winter 2011-12
15955,33.2,Nitrogen dioxide (NO2),Central Harlem - Morningside Heights,Winter 2010-11
15956,33.2,Ozone (O3),Williamsbridge and Baychester (CD12),Summer 2016
15957,33.2,Ozone (O3),Northeast Bronx,Summer 2016
15958,33.2,Ozone (O3),Southern SI,Summer 2015
15959,33.2,Ozone (O3),Williamsburg - Bushwick,Summer 2022
15960,33.3,Ozone (O3),Ridgewood - Forest Hills,Summer 2010
15961,33.3,Ozone (O3),Coney Island - Sheepshead Bay,Summer 2019
15962,33.3,Ozone (O3),Coney Island - Sheepshead Bay,Summer 2019
15963,33.3,Ozone (O3),Canarsie - Flatlands,Summer 2014
15964,33.3,Annual vehicle miles traveled,Stapleton - St. George,2019
15965,33.3,Ozone (O3),Brownsville (CD16),Summer 2010
15966,33.3,Ozone (O3),Southwest Queens,Summer 2019
15967,33.3,Ozone (O3),East Flatbush - Flatbush,Summer 2010
15968,33.3,Ozone (O3),Ridgewood - Forest Hills,Summer 2012
